Name;Affected Individual Factor;Covering Duration (hours);Service Threshold (hours);Helicopter Speed;Ground Speed;Depot Candidates;Depot Capacity Percentage;Route Cost Scaling Factor;#Depots;#Facilities;#Unique Facilities;#Customers;#Modeled Individuals;Total Demand;Aircraft Type;p;total cost;routing cost;covering cost;routing distance;total covering distance;mean covering distance per household;median covering distance per household;std. covering distance per household;unique facility count;longest route length;route lengths;nonempty routes;nonsingle routes;VNS iterations
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt1_cD4_sT3_rcS0.5_rmCDTrue;0,75;4;3;150;4;all;1;0,5;14;345;345;550;4571;2134,657;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt1_cD4_sT3_rcS12_rmCDTrue;0,75;4;3;150;4;all;1;12,0;14;345;345;550;4571;2134,657;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt1_cD4_sT3_rcS1_rmCDTrue;0,75;4;3;150;4;all;1;1,0;14;345;345;550;4571;2134,657;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt1_cD4_sT3_rcS3_rmCDTrue;0,75;4;3;150;4;all;1;3,0;14;345;345;550;4571;2134,657;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt1_cD4_sT3_rcS7_rmCDTrue;0,75;4;3;150;4;all;1;7,0;14;345;345;550;4571;2134,657;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt1_cD4_sT4_rcS0.1_rmCDTrue;0,75;4;4;150;4;all;1;0,1;14;345;345;551;4572;2135,1240000000003;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt1_cD4_sT4_rcS0.5_rmCDTrue;0,75;4;4;150;4;all;1;0,5;14;345;345;551;4572;2135,1240000000003;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt1_cD4_sT4_rcS12_rmCDTrue;0,75;4;4;150;4;all;1;12,0;14;345;345;551;4572;2135,1240000000003;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt1_cD4_sT4_rcS1_rmCDTrue;0,75;4;4;150;4;all;1;1,0;14;345;345;551;4572;2135,1240000000003;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt1_cD4_sT4_rcS3_rmCDTrue;0,75;4;4;150;4;all;1;3,0;14;345;345;551;4572;2135,1240000000003;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt1_cD4_sT4_rcS7_rmCDTrue;0,75;4;4;150;4;all;1;7,0;14;345;345;551;4572;2135,1240000000003;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD1_sT1_rcS0.1_rmCDTrue;0,75;1;1;150;4;all;1;0,1;14;276;276;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD1_sT1_rcS0.5_rmCDTrue;0,75;1;1;150;4;all;1;0,5;14;276;276;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD1_sT1_rcS12_rmCDTrue;0,75;1;1;150;4;all;1;12,0;14;276;276;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD1_sT1_rcS1_rmCDTrue;0,75;1;1;150;4;all;1;1,0;14;276;276;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD1_sT1_rcS3_rmCDTrue;0,75;1;1;150;4;all;1;3,0;14;276;276;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD1_sT1_rcS7_rmCDTrue;0,75;1;1;150;4;all;1;7,0;14;276;276;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD2_sT1_rcS0.1_rmCDTrue;0,75;2;1;150;4;all;1;0,1;14;305;305;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD2_sT1_rcS0.5_rmCDTrue;0,75;2;1;150;4;all;1;0,5;14;305;305;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD2_sT1_rcS12_rmCDTrue;0,75;2;1;150;4;all;1;12,0;14;305;305;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD2_sT1_rcS1_rmCDTrue;0,75;2;1;150;4;all;1;1,0;14;305;305;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD2_sT1_rcS3_rmCDTrue;0,75;2;1;150;4;all;1;3,0;14;305;305;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD2_sT1_rcS7_rmCDTrue;0,75;2;1;150;4;all;1;7,0;14;305;305;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD2_sT2_rcS0.1_rmCDTrue;0,75;2;2;150;4;all;1;0,1;14;306;306;519;4484;2094,028;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD2_sT2_rcS0.5_rmCDTrue;0,75;2;2;150;4;all;1;0,5;14;306;306;519;4484;2094,028;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD2_sT2_rcS12_rmCDTrue;0,75;2;2;150;4;all;1;12,0;14;306;306;519;4484;2094,028;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD2_sT2_rcS1_rmCDTrue;0,75;2;2;150;4;all;1;1,0;14;306;306;519;4484;2094,028;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD2_sT2_rcS3_rmCDTrue;0,75;2;2;150;4;all;1;3,0;14;306;306;519;4484;2094,028;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD2_sT2_rcS7_rmCDTrue;0,75;2;2;150;4;all;1;7,0;14;306;306;519;4484;2094,028;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD3_sT1_rcS0.1_rmCDTrue;0,75;3;1;150;4;all;1;0,1;14;325;325;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD3_sT1_rcS0.5_rmCDTrue;0,75;3;1;150;4;all;1;0,5;14;325;325;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD3_sT1_rcS12_rmCDTrue;0,75;3;1;150;4;all;1;12,0;14;325;325;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD3_sT1_rcS1_rmCDTrue;0,75;3;1;150;4;all;1;1,0;14;325;325;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD3_sT1_rcS3_rmCDTrue;0,75;3;1;150;4;all;1;3,0;14;325;325;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD3_sT1_rcS7_rmCDTrue;0,75;3;1;150;4;all;1;7,0;14;325;325;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD3_sT2_rcS0.1_rmCDTrue;0,75;3;2;150;4;all;1;0,1;14;325;325;519;4484;2094,028;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD3_sT2_rcS0.5_rmCDTrue;0,75;3;2;150;4;all;1;0,5;14;325;325;519;4484;2094,028;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD3_sT2_rcS12_rmCDTrue;0,75;3;2;150;4;all;1;12,0;14;325;325;519;4484;2094,028;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD3_sT2_rcS1_rmCDTrue;0,75;3;2;150;4;all;1;1,0;14;325;325;519;4484;2094,028;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD3_sT2_rcS3_rmCDTrue;0,75;3;2;150;4;all;1;3,0;14;325;325;519;4484;2094,028;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD3_sT2_rcS7_rmCDTrue;0,75;3;2;150;4;all;1;7,0;14;325;325;519;4484;2094,028;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD3_sT3_rcS0.1_rmCDTrue;0,75;3;3;150;4;all;1;0,1;14;330;330;550;4571;2134,657;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD3_sT3_rcS0.5_rmCDTrue;0,75;3;3;150;4;all;1;0,5;14;330;330;550;4571;2134,657;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD3_sT3_rcS12_rmCDTrue;0,75;3;3;150;4;all;1;12,0;14;330;330;550;4571;2134,657;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD3_sT3_rcS1_rmCDTrue;0,75;3;3;150;4;all;1;1,0;14;330;330;550;4571;2134,657;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD3_sT3_rcS3_rmCDTrue;0,75;3;3;150;4;all;1;3,0;14;330;330;550;4571;2134,657;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD3_sT3_rcS7_rmCDTrue;0,75;3;3;150;4;all;1;7,0;14;330;330;550;4571;2134,657;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD4_sT1_rcS0.1_rmCDTrue;0,75;4;1;150;4;all;1;0,1;14;339;339;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD4_sT1_rcS0.5_rmCDTrue;0,75;4;1;150;4;all;1;0,5;14;339;339;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD4_sT1_rcS12_rmCDTrue;0,75;4;1;150;4;all;1;12,0;14;339;339;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD4_sT1_rcS1_rmCDTrue;0,75;4;1;150;4;all;1;1,0;14;339;339;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD4_sT1_rcS3_rmCDTrue;0,75;4;1;150;4;all;1;3,0;14;339;339;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD4_sT1_rcS7_rmCDTrue;0,75;4;1;150;4;all;1;7,0;14;339;339;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD4_sT2_rcS0.1_rmCDTrue;0,75;4;2;150;4;all;1;0,1;14;342;342;519;4484;2094,028;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD4_sT2_rcS0.5_rmCDTrue;0,75;4;2;150;4;all;1;0,5;14;342;342;519;4484;2094,028;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD4_sT2_rcS12_rmCDTrue;0,75;4;2;150;4;all;1;12,0;14;342;342;519;4484;2094,028;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD4_sT2_rcS1_rmCDTrue;0,75;4;2;150;4;all;1;1,0;14;342;342;519;4484;2094,028;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD4_sT2_rcS3_rmCDTrue;0,75;4;2;150;4;all;1;3,0;14;342;342;519;4484;2094,028;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD4_sT2_rcS7_rmCDTrue;0,75;4;2;150;4;all;1;7,0;14;342;342;519;4484;2094,028;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD4_sT3_rcS0.1_rmCDTrue;0,75;4;3;150;4;all;1;0,1;14;345;345;550;4571;2134,657;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD4_sT3_rcS0.5_rmCDTrue;0,75;4;3;150;4;all;1;0,5;14;345;345;550;4571;2134,657;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD4_sT3_rcS12_rmCDTrue;0,75;4;3;150;4;all;1;12,0;14;345;345;550;4571;2134,657;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD4_sT3_rcS1_rmCDTrue;0,75;4;3;150;4;all;1;1,0;14;345;345;550;4571;2134,657;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD4_sT3_rcS3_rmCDTrue;0,75;4;3;150;4;all;1;3,0;14;345;345;550;4571;2134,657;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD4_sT3_rcS7_rmCDTrue;0,75;4;3;150;4;all;1;7,0;14;345;345;550;4571;2134,657;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD4_sT4_rcS0.1_rmCDTrue;0,75;4;4;150;4;all;1;0,1;14;345;345;551;4572;2135,1240000000003;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD4_sT4_rcS0.5_rmCDTrue;0,75;4;4;150;4;all;1;0,5;14;345;345;551;4572;2135,1240000000003;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD4_sT4_rcS12_rmCDTrue;0,75;4;4;150;4;all;1;12,0;14;345;345;551;4572;2135,1240000000003;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD4_sT4_rcS1_rmCDTrue;0,75;4;4;150;4;all;1;1,0;14;345;345;551;4572;2135,1240000000003;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD4_sT4_rcS3_rmCDTrue;0,75;4;4;150;4;all;1;3,0;14;345;345;551;4572;2135,1240000000003;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt2_cD4_sT4_rcS7_rmCDTrue;0,75;4;4;150;4;all;1;7,0;14;345;345;551;4572;2135,1240000000003;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD1_sT1_rcS0.1_rmCDTrue;0,75;1;1;150;4;all;1;0,1;14;276;276;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD1_sT1_rcS0.5_rmCDTrue;0,75;1;1;150;4;all;1;0,5;14;276;276;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD1_sT1_rcS12_rmCDTrue;0,75;1;1;150;4;all;1;12,0;14;276;276;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD1_sT1_rcS1_rmCDTrue;0,75;1;1;150;4;all;1;1,0;14;276;276;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD1_sT1_rcS3_rmCDTrue;0,75;1;1;150;4;all;1;3,0;14;276;276;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD1_sT1_rcS7_rmCDTrue;0,75;1;1;150;4;all;1;7,0;14;276;276;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD2_sT1_rcS0.1_rmCDTrue;0,75;2;1;150;4;all;1;0,1;14;305;305;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD2_sT1_rcS0.5_rmCDTrue;0,75;2;1;150;4;all;1;0,5;14;305;305;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD2_sT1_rcS12_rmCDTrue;0,75;2;1;150;4;all;1;12,0;14;305;305;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD2_sT1_rcS1_rmCDTrue;0,75;2;1;150;4;all;1;1,0;14;305;305;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD2_sT1_rcS3_rmCDTrue;0,75;2;1;150;4;all;1;3,0;14;305;305;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD2_sT1_rcS7_rmCDTrue;0,75;2;1;150;4;all;1;7,0;14;305;305;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD2_sT2_rcS0.1_rmCDTrue;0,75;2;2;150;4;all;1;0,1;14;306;306;519;4484;2094,028;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD2_sT2_rcS0.5_rmCDTrue;0,75;2;2;150;4;all;1;0,5;14;306;306;519;4484;2094,028;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD2_sT2_rcS12_rmCDTrue;0,75;2;2;150;4;all;1;12,0;14;306;306;519;4484;2094,028;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD2_sT2_rcS1_rmCDTrue;0,75;2;2;150;4;all;1;1,0;14;306;306;519;4484;2094,028;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD2_sT2_rcS3_rmCDTrue;0,75;2;2;150;4;all;1;3,0;14;306;306;519;4484;2094,028;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD2_sT2_rcS7_rmCDTrue;0,75;2;2;150;4;all;1;7,0;14;306;306;519;4484;2094,028;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD3_sT1_rcS0.1_rmCDTrue;0,75;3;1;150;4;all;1;0,1;14;325;325;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD3_sT1_rcS0.5_rmCDTrue;0,75;3;1;150;4;all;1;0,5;14;325;325;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD3_sT1_rcS12_rmCDTrue;0,75;3;1;150;4;all;1;12,0;14;325;325;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD3_sT1_rcS1_rmCDTrue;0,75;3;1;150;4;all;1;1,0;14;325;325;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD3_sT1_rcS3_rmCDTrue;0,75;3;1;150;4;all;1;3,0;14;325;325;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD3_sT1_rcS7_rmCDTrue;0,75;3;1;150;4;all;1;7,0;14;325;325;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD3_sT2_rcS0.1_rmCDTrue;0,75;3;2;150;4;all;1;0,1;14;325;325;519;4484;2094,028;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD3_sT2_rcS0.5_rmCDTrue;0,75;3;2;150;4;all;1;0,5;14;325;325;519;4484;2094,028;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD3_sT2_rcS12_rmCDTrue;0,75;3;2;150;4;all;1;12,0;14;325;325;519;4484;2094,028;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD3_sT2_rcS1_rmCDTrue;0,75;3;2;150;4;all;1;1,0;14;325;325;519;4484;2094,028;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD3_sT2_rcS3_rmCDTrue;0,75;3;2;150;4;all;1;3,0;14;325;325;519;4484;2094,028;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD3_sT2_rcS7_rmCDTrue;0,75;3;2;150;4;all;1;7,0;14;325;325;519;4484;2094,028;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD3_sT3_rcS0.1_rmCDTrue;0,75;3;3;150;4;all;1;0,1;14;330;330;550;4571;2134,657;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD3_sT3_rcS0.5_rmCDTrue;0,75;3;3;150;4;all;1;0,5;14;330;330;550;4571;2134,657;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD3_sT3_rcS12_rmCDTrue;0,75;3;3;150;4;all;1;12,0;14;330;330;550;4571;2134,657;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD3_sT3_rcS1_rmCDTrue;0,75;3;3;150;4;all;1;1,0;14;330;330;550;4571;2134,657;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD3_sT3_rcS3_rmCDTrue;0,75;3;3;150;4;all;1;3,0;14;330;330;550;4571;2134,657;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD3_sT3_rcS7_rmCDTrue;0,75;3;3;150;4;all;1;7,0;14;330;330;550;4571;2134,657;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD4_sT1_rcS0.1_rmCDTrue;0,75;4;1;150;4;all;1;0,1;14;339;339;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
Baghlan ai0.75_Mi-8_p28_hS150_gS4_dall_dP1_fCap150_vCnt3_cD4_sT1_rcS0.5_rmCDTrue;0,75;4;1;150;4;all;1;0,5;14;339;339;429;4168;1946,456;Mi-8;28;;;;;;;;;;;;;;
